example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP
212,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,отправляла,,spatial,institution,consonant,,в,v 'in(to)',в Буйнакское вот женское училище
174,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
214,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,institution,vowel,,в,v 'in(to)',в аэдроме [аэродроме] Карата
176,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,из,"iz 'from, of'",из причин
177,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у согратлинцев
178,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
229,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',"в Ростов, Саратов"
180,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
181,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,ближе,,spatial,toponym,consonant,,к,k 'to',к Махачкале
182,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
183,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,около,okolo 'near',около Крайновки
233,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Карата
235,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,уехали,,spatial,toponym,consonant,,в,v 'in(to)',В Карата
186,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,привязаны,,other,,consonant,,к,k 'to',к своим этим горам
187,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
188,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,ближе,,spatial,,consonant,,к,k 'to',к столице
238,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,поехал,,spatial,toponym,consonant,да,в,v 'in(to)',в Карата
190,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,распределяли,,other,,consonant,,по,po 'along/about/up to',"по какому, это, критерию"
191,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у чохцев
247,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на аварском
193,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у согратлинцев
194,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
195,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
196,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,у,u 'at',у обохцев
197,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
198,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
199,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
200,2013-Megeb-4,shangoda.мегеб.syn-139,m,1948,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,за,za 'behind; for',"за время... вот, советской власти"
201,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня
202,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня
846,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',В шестьдесят девятом году
204,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня
401,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,,consonant,,от,ot 'from',от нас
848,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,у,u 'at',У нас
849,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,consonant,,у,u 'at',У нас
208,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',У меня
850,2009-Khiv-2,arhit.хив.26,m,1920,Tabasaran,Lezgic,secondary specialized education,,,,,other,,vowel,,для,dlja 'for',для агульцев
301,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,temporal,,consonant,да,в,v 'in(to)',в начале
302,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в разных местах
303,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в пяти местах
213,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,temporal,,consonant,,через,čerez 'via/through',через лет двадцать
304,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в пяти местах
215,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,спросили,,other,,consonant,,у,u 'at',у неё
216,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у неё
217,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
218,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,про,pro 'about',про неё
219,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в сороковые года
305,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в другом селении
221,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нее
222,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них
223,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Карата
224,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,из,забрали,,spatial/temporal,institution,consonant,,с,s ‘with/from/off’,со школы
225,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,отправили,,spatial/temporal,,consonant,,на,na 'on(to)',на войну
226,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,про,pro 'about',про него
227,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нее
228,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,выезжала,,spatial/temporal,,consonant,,на,na 'on(to)',на заработки
306,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в селении
230,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,для,dlja 'for',Для себя
231,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,выходит,,spatial,,consonant,,из,"iz 'from, of'",из дому
232,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у неё
307,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,vowel,да,в,v 'in(to)',в аварском месте
234,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у неё
308,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Темирхан-Шуре
236,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Тильси
320,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в том месте
321,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в трех-четырех километрах
239,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у его детей
240,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
241,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Тад-Магитль
322,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в пяти местах
243,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,говорит,,other,,consonant,,с,s ‘with/from/off’,с детьми
244,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами
245,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
246,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами
402,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Чуни
248,2018-Tlibisho-1,karata.тлибишо.нд22,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами
55,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,all prepositions,temporal,,consonant,да,на,na 'on(to)',на большом перемене
332,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,да,в,v 'in(to)',в пяти шести местах
333,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,vowel,,в,v 'in(to)',в одном месте
1323,2010-Archib-4,archib.арчиб.syn-138,f,1963,Archi,Lezgic,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',Военные годы
334,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,vowel,да,в,v 'in(to)',в одном месте
342,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на три части
403,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,other,,consonant,,у,u 'at',у нас
404,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,,vowel,,из,"iz 'from, of'",из акушинского селения
405,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,,consonant,,от,ot 'from',от нас
406,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Левашей
340,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,,в,v 'in(to)',в ваше селение
345,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Буйнкаска
346,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Махачкала
347,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Буйнкаска
309,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них
310,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,между,meždu 'between/among',между собой
311,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
312,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,spatial,,consonant,,из,"iz 'from, of'",из селения
313,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,между,meždu 'between/among',между собой
314,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,между,meždu 'between/among',между собой
315,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с тобой
407,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,,consonant,,в,v 'in(to)',в городе
95,2010-Shalib-1,archib.шалиб.syn-40,f,1942,Lak,Lak,secondary education,,,,,temporal,temp_point,vowel,да,в,v 'in(to)',в одиннадцатом году
1817,2018-Tlibisho-7,karata.тлибишо.нд32,f,1937,Bagvalal,Avar-Andi,secondary specialized education,,,возили,,spatial,,consonant,да,на,na 'on(to)',на ботлихский базар
316,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с собой
317,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,у,u 'at',у тебя
318,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с собой
408,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,spatial,,consonant,,в,v 'in(to)',в городе
319,2015-Balkhar-1,balhar.балхар.нд22,m,1930,Lak,Lak,secondary specialized education,,,,,other,,consonant,,у,u 'at',у меня
